"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-77.79","49.76","MATAGAMI","7094637","2024-02-04","2024","02","04","","-1.6","","-4.2","","-2.9","","20.9","","0.0","","","","","","0.0","","43","","","","",""
"-77.79","49.76","MATAGAMI","7094637","2024-02-05","2024","02","05","","-2.6","","-12.0","","-7.3","","25.3","","0.0","","","","","","0.0","","42","","","","",""
"-77.79","49.76","MATAGAMI","7094637","2024-02-06","2024","02","06","","0.7","","-12.9","","-6.1","","24.1","","0.0","","","","","","1.0","","42","","","","",""
"-77.79","49.76","MATAGAMI","7094637","2024-02-07","2024","02","07","","2.0","","-0.6","","0.7","","17.3","","0.0","","","","","","3.4","","43","","","","",""
"-77.79","49.76","MATAGAMI","7094637","2024-02-08","2024","02","08","","4.2","","0.2","","2.2","","15.8","","0.0","","","","","","0.0","","43","","15","","36",""
"-77.79","49.76","MATAGAMI","7094637","2024-02-09","2024","02","09","","4.1","","0.6","","2.3","","15.7","","0.0","","","","","","3.5","","40","","19","","36",""
"-77.79","49.76","MATAGAMI","7094637","2024-02-10","2024","02","10","","1.3","","-7.1","","-2.9","","20.9","","0.0","","","","","","1.5","","36","","","","",""
"-77.79","49.76","MATAGAMI","7094637","2024-02-11","2024","02","11","","-7.1","","-11.2","","-9.2","","27.2","","0.0","","","","","","1.3","","37","","","","",""
"-77.79","49.76","MATAGAMI","7094637","2024-02-12","2024","02","12","","-7.8","","-12.8","","-10.3","","28.3","","0.0","","","","","","0.1","","37","","","","",""
"-77.79","49.76","MATAGAMI","7094637","2024-02-13","2024","02","13","","-11.6","","-16.8","","-14.2","","32.2","","0.0","","","","","","0.0","","38","","34","","35",""
"-77.79","49.76","MATAGAMI","7094637","2024-02-14","2024","02","14","","-12.1","","-23.0","","-17.6","","35.6","","0.0","","","","","","0.0","","39","","31","","36",""
"-77.79","49.76","MATAGAMI","7094637","2024-02-15","2024","02","15","","-6.2","","-24.0","","-15.1","","33.1","","0.0","","","","","","2.0","","37","","","","",""
"-77.79","49.76","MATAGAMI","7094637","2024-02-16","2024","02","16","","-8.4","","-23.0","","-15.7","","33.7","","0.0","","","","","","1.1","","43","","32","","46",""
"-77.79","49.76","MATAGAMI","7094637","2024-02-17","2024","02","17","","-16.9","","-25.8","","-21.3","","39.3","","0.0","","","","","","0.0","","42","","","","",""
"-77.79","49.76","MATAGAMI","7094637","2024-02-18","2024","02","18","","-11.3","","-22.0","","-16.7","","34.7","","0.0","","","","","","0.4","","41","","31","","42",""
"-77.79","49.76","MATAGAMI","7094637","2024-02-19","2024","02","19","","-15.8","","-24.0","","-19.9","","37.9","","0.0","","","","","","0.0","","41","","29","","35",""
"-77.79","49.76","MATAGAMI","7094637","2024-02-20","2024","02","20","","-9.7","","-28.8","","-19.3","","37.3","","0.0","","","","","","0.0","","41","","","","",""
"-77.79","49.76","MATAGAMI","7094637","2024-02-21","2024","02","21","","-0.2","","-14.0","","-7.1","","25.1","","0.0","","","","","","0.3","","42","","19","","35",""
"-77.79","49.76","MATAGAMI","7094637","2024-02-22","2024","02","22","","-1.6","","-12.2","","-6.9","","24.9","","0.0","","","","","","0.3","","44","","","","",""
"-77.79","49.76","MATAGAMI","7094637","2024-02-23","2024","02","23","","-3.3","","-29.2","","-16.3","","34.3","","0.0","","","","","","0.4","","43","","31","","56",""
"-77.79","49.76","MATAGAMI","7094637","2024-02-24","2024","02","24","","-11.4","","-32.4","","-21.9","","39.9","","0.0","","","","","","0.0","","43","","","","",""
"-77.79","49.76","MATAGAMI","7094637","2024-02-25","2024","02","25","","-2.0","","-14.2","","-8.1","","26.1","","0.0","","","","","","4.4","","43","","31","","46",""
"-77.79","49.76","MATAGAMI","7094637","2024-02-26","2024","02","26","","-9.3","","-18.7","","-14.0","","32.0","","0.0","","","","","","1.1","","45","","31","","45",""
"-77.79","49.76","MATAGAMI","7094637","2024-02-27","2024","02","27","","4.9","","-9.3","","-2.2","","20.2","","0.0","","","","","","3.1","","45","","","","",""
"-77.79","49.76","MATAGAMI","7094637","2024-02-28","2024","02","28","","5.1","","-22.0","","-8.5","","26.5","","0.0","","","","","","7.9","","41","","31","","46",""
"-77.79","49.76","MATAGAMI","7094637","2024-02-29","2024","02","29","","-19.0","","-24.8","","-21.9","","39.9","","0.0","","","","","","0.0","","44","","29","","37",""
"-77.79","49.76","MATAGAMI","7094637","2024-03-01","2024","03","01","","-4.2","","-26.8","","-15.5","","33.5","","0.0","","","","","","0.0","","44","","","","",""
"-77.79","49.76","MATAGAMI","7094637","2024-03-02","2024","03","02","","6.3","","-5.2","","0.6","","17.4","","0.0","","","","","","0.0","","44","","23","","37",""
"-77.79","49.76","MATAGAMI","7094637","2024-03-03","2024","03","03","","0.1","","-8.9","","-4.4","","22.4","","0.0","","","","","","0.0","","43","","","","",""
"-77.79","49.76","MATAGAMI","7094637","2024-03-04","2024","03","04","","6.0","","-6.3","","-0.1","","18.1","","0.0","","","","","","7.2","","43","","12","","51",""
"-77.79","49.76","MATAGAMI","7094637","2024-03-05","2024","03","05","","3.4","","-8.1","","-2.4","","20.4","","0.0","","","","","","14.9","","40","","27","","54",""
"-77.79","49.76","MATAGAMI","7094637","2024-03-06","2024","03","06","","-2.0","","-14.8","","-8.4","","26.4","","0.0","","","","","","0.0","","37","","","","",""
"-77.79","49.76","MATAGAMI","7094637","2024-03-07","2024","03","07","","0.0","","-18.0","","-9.0","","27.0","","0.0","","","","","","0.0","","37","","","","",""
"-77.79","49.76","MATAGAMI","7094637","2024-03-08","2024","03","08","","7.8","","-10.4","","-1.3","","19.3","","0.0","","","","","","0.0","","37","","20","","33",""
"-77.79","49.76","MATAGAMI","7094637","2024-03-09","2024","03","09","","3.1","","-6.8","","-1.9","","19.9","","0.0","","","","","","12.6","","36","","31","","34",""
"-77.79","49.76","MATAGAMI","7094637","2024-03-10","2024","03","10","","-6.8","","-10.6","","-8.7","","26.7","","0.0","","","","","","0.1","","48","","31","","53",""
"-77.79","49.76","MATAGAMI","7094637","2024-03-11","2024","03","11","","-3.0","","-14.3","","-8.7","","26.7","","0.0","","","","","","0.0","","48","","32","","52",""
"-77.79","49.76","MATAGAMI","7094637","2024-03-12","2024","03","12","","3.0","","-19.2","","-8.1","","26.1","","0.0","","","","","","0.4","","46","","","","",""
"-77.79","49.76","MATAGAMI","7094637","2024-03-13","2024","03","13","","5.1","","-9.8","","-2.3","","20.3","","0.0","","","","","","0.0","","47","","","","",""
"-77.79","49.76","MATAGAMI","7094637","2024-03-14","2024","03","14","","3.6","","-6.0","","-1.2","","19.2","","0.0","","","","","","1.4","","45","","","","",""
"-77.79","49.76","MATAGAMI","7094637","2024-03-15","2024","03","15","","-4.2","","-12.9","","-8.5","","26.5","","0.0","","","","","","0.1","","46","","","","",""
"-77.79","49.76","MATAGAMI","7094637","2024-03-16","2024","03","16","","3.5","","-10.8","","-3.7","","21.7","","0.0","","","","","","0.5","","45","","15","","45",""
"-77.79","49.76","MATAGAMI","7094637","2024-03-17","2024","03","17","","0.9","","-6.1","","-2.6","","20.6","","0.0","","","","","","4.5","","44","","32","","32",""
"-77.79","49.76","MATAGAMI","7094637","2024-03-18","2024","03","18","","-6.1","","-13.4","","-9.8","","27.8","","0.0","","","","","","0.0","","44","","33","","47",""
"-77.79","49.76","MATAGAMI","7094637","2024-03-19","2024","03","19","","-6.7","","-16.8","","-11.8","","29.8","","0.0","","","","","","0.1","","44","","","","",""
"-77.79","49.76","MATAGAMI","7094637","2024-03-20","2024","03","20","","-5.8","","-17.4","","-11.6","","29.6","","0.0","","","","","","1.0","","45","","32","","58",""
"-77.79","49.76","MATAGAMI","7094637","2024-03-21","2024","03","21","","-13.8","","-24.6","","-19.2","","37.2","","0.0","","","","","","0.0","","44","","32","","44",""
"-77.79","49.76","MATAGAMI","7094637","2024-03-22","2024","03","22","","-7.6","","-28.4","","-18.0","","36.0","","0.0","","","","","","0.0","","43","","","","",""
"-77.79","49.76","MATAGAMI","7094637","2024-03-23","2024","03","23","","-9.2","","-24.9","","-17.1","","35.1","","0.0","","","","","","0.8","","43","","32","","42",""
"-77.79","49.76","MATAGAMI","7094637","2024-03-24","2024","03","24","","-5.0","","-27.7","","-16.3","","34.3","","0.0","","","","","","0.0","","43","","24","","33",""
"-77.79","49.76","MATAGAMI","7094637","2024-03-25","2024","03","25","","0.6","","-10.8","","-5.1","","23.1","","0.0","","","","","","0.5","","43","","","","",""
"-77.79","49.76","MATAGAMI","7094637","2024-03-26","2024","03","26","","8.5","","-3.3","","2.6","","15.4","","0.0","","","","","","4.9","","45","","15","","46",""
"-77.79","49.76","MATAGAMI","7094637","2024-03-27","2024","03","27","","7.0","","0.4","","3.7","","14.3","","0.0","","","","","","4.7","","36","","20","","52",""
"-77.79","49.76","MATAGAMI","7094637","2024-03-28","2024","03","28","","2.4","","-2.7","","-0.2","","18.2","","0.0","","","","","","0.0","","29","","21","","43",""
"-77.79","49.76","MATAGAMI","7094637","2024-03-29","2024","03","29","","-2.5","","-7.2","","-4.8","","22.8","","0.0","","","","","","0.0","","29","","33","","32",""
"-77.79","49.76","MATAGAMI","7094637","2024-03-30","2024","03","30","","-1.0","","-8.2","","-4.6","","22.6","","0.0","","","","","","0.0","","29","","29","","43",""
"-77.79","49.76","MATAGAMI","7094637","2024-03-31","2024","03","31","","1.4","","-9.1","","-3.8","","21.8","","0.0","","","","","","0.0","","28","","26","","40",""
"-77.79","49.76","MATAGAMI","7094637","2024-04-01","2024","04","01","","0.1","","-9.5","","-4.7","","22.7","","0.0","","","","","","0.0","","28","","35","","33",""
"-77.79","49.76","MATAGAMI","7094637","2024-04-02","2024","04","02","","4.8","","-13.1","","-4.2","","22.2","","0.0","","","","","","0.0","","27","","","","",""
"-77.79","49.76","MATAGAMI","7094637","2024-04-03","2024","04","03","","6.5","","-3.2","","1.7","","16.3","","0.0","","","","","","0.0","","28","","11","","48",""
"-77.79","49.76","MATAGAMI","7094637","2024-04-04","2024","04","04","","5.1","","-1.4","","1.9","","16.1","","0.0","","","","","","0.0","","24","","7","","49",""
"-77.79","49.76","MATAGAMI","7094637","2024-04-05","2024","04","05","","8.4","","-1.3","","3.5","","14.5","","0.0","","","","","","0.0","","23","","35","","32",""
"-77.79","49.76","MATAGAMI","7094637","2024-04-06","2024","04","06","","8.0","","-4.0","","2.0","","16.0","","0.0","","","","","","0.0","","21","","32","","36",""
"-77.79","49.76","MATAGAMI","7094637","2024-04-07","2024","04","07","","10.9","","-5.3","","2.8","","15.2","","0.0","","","","","","0.0","","15","","","","",""
"-77.79","49.76","MATAGAMI","7094637","2024-04-08","2024","04","08","","13.8","","-5.3","","4.3","","13.7","","0.0","","","","","","0.0","","11","","","","",""
"-77.79","49.76","MATAGAMI","7094637","2024-04-09","2024","04","09","","17.8","","-1.1","","8.4","","9.6","","0.0","","","","","","0.3","","8","","11","","33",""
"-77.79","49.76","MATAGAMI","7094637","2024-04-10","2024","04","10","","11.0","","4.1","","7.5","","10.5","","0.0","","","","","","5.3","","1","","","","",""
"-77.79","49.76","MATAGAMI","7094637","2024-04-11","2024","04","11","","17.1","","1.6","","9.3","","8.7","","0.0","","","","","","2.8","","0","","","","",""
"-77.79","49.76","MATAGAMI","7094637","2024-04-12","2024","04","12","","6.4","","1.7","","4.0","","14.0","","0.0","","","","","","53.1","","1","","33","","41",""
"-77.79","49.76","MATAGAMI","7094637","2024-04-13","2024","04","13","","1.7","","-1.3","","0.2","","17.8","","0.0","","","","","","6.5","","1","","31","","62",""
"-77.79","49.76","MATAGAMI","7094637","2024-04-14","2024","04","14","","6.7","","-4.1","","1.3","","16.7","","0.0","","","","","","0.0","","3","","30","","36",""
"-77.79","49.76","MATAGAMI","7094637","2024-04-15","2024","04","15","","7.4","","-4.0","","1.7","","16.3","","0.0","","","","","","1.8","","0","","28","","61",""
"-77.79","49.76","MATAGAMI","7094637","2024-04-16","2024","04","16","","-0.6","","-3.8","","-2.2","","20.2","","0.0","","","","","","0.2","","4","","31","","35",""
"-77.79","49.76","MATAGAMI","7094637","2024-04-17","2024","04","17","","10.1","","-3.0","","3.5","","14.5","","0.0","","","","","","0.0","","2","","8","","42",""
"-77.79","49.76","MATAGAMI","7094637","2024-04-18","2024","04","18","","12.5","","1.5","","7.0","","11.0","","0.0","","","","","","0.0","","0","","16","","37",""
"-77.79","49.76","MATAGAMI","7094637","2024-04-19","2024","04","19","","7.3","","0.5","","3.9","","14.1","","0.0","","","","","","11.1","","0","","26","","48",""
"-77.79","49.76","MATAGAMI","7094637","2024-04-20","2024","04","20","","4.0","","-1.8","","1.1","","16.9","","0.0","","","","","","1.1","","0","","31","","52",""
"-77.79","49.76","MATAGAMI","7094637","2024-04-21","2024","04","21","","-0.7","","-15.4","","-8.0","","26.0","","0.0","","","","","","0.4","","0","","32","","43",""
"-77.79","49.76","MATAGAMI","7094637","2024-04-22","2024","04","22","","4.8","","-17.1","","-6.2","","24.2","","0.0","","","","","","0.0","","","","25","","33",""
"-77.79","49.76","MATAGAMI","7094637","2024-04-23","2024","04","23","","6.8","","-11.8","","-2.5","","20.5","","0.0","","","","","","2.6","","0","","32","","46",""
"-77.79","49.76","MATAGAMI","7094637","2024-04-24","2024","04","24","","-2.9","","-12.6","","-7.8","","25.8","","0.0","","","","","","0.0","","","","32","","45",""
"-77.79","49.76","MATAGAMI","7094637","2024-04-25","2024","04","25","","8.5","","-13.2","","-2.3","","20.3","","0.0","","","","","","0.0","","0","","32","","34",""
"-77.79","49.76","MATAGAMI","7094637","2024-04-26","2024","04","26","","16.4","","-2.9","","6.8","","11.2","","0.0","","","","","","0.0","","0","","17","","38",""
"-77.79","49.76","MATAGAMI","7094637","2024-04-27","2024","04","27","","16.6","","0.8","","8.7","","9.3","","0.0","","","","","","6.0","","","","18","","55",""
"-77.79","49.76","MATAGAMI","7094637","2024-04-28","2024","04","28","","10.1","","-5.6","","2.3","","15.7","","0.0","","","","","","3.8","","","","32","","53",""
"-77.79","49.76","MATAGAMI","7094637","2024-04-29","2024","04","29","","9.7","","-5.2","","2.2","","15.8","","0.0","","","","","","0.0","","","","10","","37",""
"-77.79","49.76","MATAGAMI","7094637","2024-04-30","2024","04","30","","10.4","","3.8","","7.1","","10.9","","0.0","","","","","","0.0","","","","11","","37",""
"-77.79","49.76","MATAGAMI","7094637","2024-05-01","2024","05","01","","9.9","","3.7","","6.8","","11.2","","0.0","","","","","","6.1","","","","","","",""
"-77.79","49.76","MATAGAMI","7094637","2024-05-02","2024","05","02","","13.6","","6.8","","10.2","","7.8","","0.0","","","","","","0.0","","","","","","",""
"-77.79","49.76","MATAGAMI","7094637","2024-05-03","2024","05","03","","17.9","","6.7","","12.3","","5.7","","0.0","","","","","","2.8","","","","16","","39",""
"-77.79","49.76","MATAGAMI","7094637","2024-05-04","2024","05","04","","22.9","","8.5","","15.7","","2.3","","0.0","","","","","","0.0","","","","","","",""
"-77.79","49.76","MATAGAMI","7094637","2024-05-05","2024","05","05","","14.8","","5.4","","10.1","","7.9","","0.0","","","","","","7.4","","","","28","","47",""
"-77.79","49.76","MATAGAMI","7094637","2024-05-06","2024","05","06","","14.3","","2.3","","8.3","","9.7","","0.0","","","","","","0.0","","","","29","","45",""
"-77.79","49.76","MATAGAMI","7094637","2024-05-07","2024","05","07","","9.5","","0.3","","4.9","","13.1","","0.0","","","","","","0.0","","","","","","",""
"-77.79","49.76","MATAGAMI","7094637","2024-05-08","2024","05","08","","12.1","","-1.6","","5.2","","12.8","","0.0","","","","","","0.0","","","","8","","35",""
"-77.79","49.76","MATAGAMI","7094637","2024-05-09","2024","05","09","","16.1","","1.4","","8.8","","9.2","","0.0","","","","","","0.0","","","","","","",""
"-77.79","49.76","MATAGAMI","7094637","2024-05-10","2024","05","10","","18.3","","-0.9","","8.7","","9.3","","0.0","","","","","","0.0","","","","","","",""
"-77.79","49.76","MATAGAMI","7094637","2024-05-11","2024","05","11","","17.9","","6.1","","12.0","","6.0","","0.0","","","","","","0.0","","","","17","","40",""
"-77.79","49.76","MATAGAMI","7094637","2024-05-12","2024","05","12","","20.5","","2.8","","11.7","","6.3","","0.0","","","","","","0.4","","","","17","","41",""
"-77.79","49.76","MATAGAMI","7094637","2024-05-13","2024","05","13","","15.6","","5.3","","10.4","","7.6","","0.0","","","","","","3.2","","","","30","","39",""
"-77.79","49.76","MATAGAMI","7094637","2024-05-14","2024","05","14","","9.2","","2.8","","6.0","","12.0","","0.0","","","","","","0.0","","","","","","",""
"-77.79","49.76","MATAGAMI","7094637","2024-05-15","2024","05","15","","13.8","","1.5","","7.6","","10.4","","0.0","","","","","","0.0","","","","","","",""
"-77.79","49.76","MATAGAMI","7094637","2024-05-16","2024","05","16","","19.0","","-1.5","","8.8","","9.2","","0.0","","","","","","0.0","","","","","","",""
"-77.79","49.76","MATAGAMI","7094637","2024-05-17","2024","05","17","","22.0","","9.6","","15.8","","2.2","","0.0","","","","","","31.9","","","","24","","44",""
"-77.79","49.76","MATAGAMI","7094637","2024-05-18","2024","05","18","","21.7","","12.7","","17.2","","0.8","","0.0","","","","","","1.3","","","","","","",""
"-77.79","49.76","MATAGAMI","7094637","2024-05-19","2024","05","19","","26.6","","9.8","","18.2","","0.0","","0.2","","","","","","6.7","","","","25","","46",""
"-77.79","49.76","MATAGAMI","7094637","2024-05-20","2024","05","20","","25.2","","7.2","","16.2","","1.8","","0.0","","","","","","0.0","","","","26","","45",""
"-77.79","49.76","MATAGAMI","7094637","2024-05-21","2024","05","21","","22.4","","8.7","","15.6","","2.4","","0.0","","","","","","0.0","","","","","","",""
"-77.79","49.76","MATAGAMI","7094637","2024-05-22","2024","05","22","","28.1","","8.3","","18.2","","0.0","","0.2","","","","","","14.7","","","","20","","64",""
"-77.79","49.76","MATAGAMI","7094637","2024-05-23","2024","05","23","","19.3","","4.2","","11.7","","6.3","","0.0","","","","","","6.2","","","","24","","51",""
"-77.79","49.76","MATAGAMI","7094637","2024-05-24","2024","05","24","","11.2","","0.5","","5.9","","12.1","","0.0","","","","","","0.1","","","","31","","48",""
"-77.79","49.76","MATAGAMI","7094637","2024-05-25","2024","05","25","","18.6","","-1.2","","8.7","","9.3","","0.0","","","","","","0.0","","","","","","",""
"-77.79","49.76","MATAGAMI","7094637","2024-05-26","2024","05","26","","","M","","M","","M","","M","","M","","","","","","M","","","","M","","M"
"-77.79","49.76","MATAGAMI","7094637","2024-05-27","2024","05","27","","","M","","M","","M","","M","","M","","","","","","M","","","","M","","M"
"-77.79","49.76","MATAGAMI","7094637","2024-05-28","2024","05","28","","12.5","","-0.7","","5.9","","12.1","","0.0","","","","","","6.8","","","","30","","59",""
"-77.79","49.76","MATAGAMI","7094637","2024-05-29","2024","05","29","","11.0","","-0.8","","5.1","","12.9","","0.0","","","","","","0.1","","","","30","","38",""
"-77.79","49.76","MATAGAMI","7094637","2024-05-30","2024","05","30","","18.0","","-1.1","","8.5","","9.5","","0.0","","","","","","0.0","","","","35","","32",""
"-77.79","49.76","MATAGAMI","7094637","2024-05-31","2024","05","31","","26.1","","4.4","","15.2","","2.8","","0.0","","","","","","0.0","","","","29","","31",""
"-77.79","49.76","MATAGAMI","7094637","2024-06-01","2024","06","01","","26.4","","13.0","","19.7","","0.0","","1.7","","","","","","0.0","","","","19","","37",""
"-77.79","49.76","MATAGAMI","7094637","2024-06-02","2024","06","02","","23.5","","9.0","","16.2","","1.8","","0.0","","","","","","9.4","","","","31","","41",""
"-77.79","49.76","MATAGAMI","7094637","2024-06-03","2024","06","03","","26.2","","6.3","","16.2","","1.8","","0.0","","","","","","0.0","","","","","","",""
"-77.79","49.76","MATAGAMI","7094637","2024-06-04","2024","06","04","","28.2","","13.4","","20.8","","0.0","","2.8","","","","","","0.0","","","","18","","35",""
"-77.79","49.76","MATAGAMI","7094637","2024-06-05","2024","06","05","","30.3","","15.3","","22.8","","0.0","","4.8","","","","","","0.0","","","","15","","35",""
"-77.79","49.76","MATAGAMI","7094637","2024-06-06","2024","06","06","","21.3","","14.1","","17.7","","0.3","","0.0","","","","","","35.6","","","","","","",""
"-77.79","49.76","MATAGAMI","7094637","2024-06-07","2024","06","07","","22.3","","10.5","","16.4","","1.6","","0.0","","","","","","20.9","","","","16","","32",""
"-77.79","49.76","MATAGAMI","7094637","2024-06-08","2024","06","08","","16.2","","10.2","","13.2","","4.8","","0.0","","","","","","1.8","","","","","","",""
"-77.79","49.76","MATAGAMI","7094637","2024-06-09","2024","06","09","","13.2","","3.1","","8.1","","9.9","","0.0","","","","","","14.5","","","","31","","52",""
"-77.79","49.76","MATAGAMI","7094637","2024-06-10","2024","06","10","","11.9","","2.4","","7.1","","10.9","","0.0","","","","","","1.1","","","","34","","46",""
"-77.79","49.76","MATAGAMI","7094637","2024-06-11","2024","06","11","","21.8","","0.3","","11.0","","7.0","","0.0","","","","","","0.0","","","","","","",""
"-77.79","49.76","MATAGAMI","7094637","2024-06-12","2024","06","12","","23.9","","8.5","","16.2","","1.8","","0.0","","","","","","2.4","","","","17","","51",""
