"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-77.79","49.76","MATAGAMI","7094637","2022-01-17","2022","01","17","","-11.2","","-25.1","","-18.2","","36.2","","0.0","","","","","","0.4","","52","","33","","42",""
"-77.79","49.76","MATAGAMI","7094637","2022-01-18","2022","01","18","","-20.9","","-29.7","","-25.3","","43.3","","0.0","","","","","","0.0","","51","","32","","35",""
"-77.79","49.76","MATAGAMI","7094637","2022-01-19","2022","01","19","","-16.8","","-26.7","","-21.8","","39.8","","0.0","","","","","","4.5","","51","","31","","49",""
"-77.79","49.76","MATAGAMI","7094637","2022-01-20","2022","01","20","","-24.2","","-31.4","","-27.8","","45.8","","0.0","","","","","","0.0","","51","","","","",""
"-77.79","49.76","MATAGAMI","7094637","2022-01-21","2022","01","21","","-13.2","","-30.3","","-21.7","","39.7","","0.0","","","","","","0.0","","51","","18","","45",""
"-77.79","49.76","MATAGAMI","7094637","2022-01-22","2022","01","22","","-10.4","","-20.4","","-15.4","","33.4","","0.0","","","","","","1.8","","55","","19","","46",""
"-77.79","49.76","MATAGAMI","7094637","2022-01-23","2022","01","23","","-20.4","","-28.5","","-24.5","","42.5","","0.0","","","","","","0.0","","53","","32","","40",""
"-77.79","49.76","MATAGAMI","7094637","2022-01-24","2022","01","24","","-18.0","","-31.3","","-24.6","","42.6","","0.0","","","","","","0.0","","52","","","","",""
"-77.79","49.76","MATAGAMI","7094637","2022-01-25","2022","01","25","","-24.3","","-34.7","","-29.5","","47.5","","0.0","","","","","","0.0","","51","","","","",""
"-77.79","49.76","MATAGAMI","7094637","2022-01-26","2022","01","26","","-14.0","","-36.3","","-25.2","","43.2","","0.0","","","","","","0.0","","52","","17","","48",""
"-77.79","49.76","MATAGAMI","7094637","2022-01-27","2022","01","27","","-7.4","","-27.8","","-17.6","","35.6","","0.0","","","","","","4.2","","54","","27","","48",""
"-77.79","49.76","MATAGAMI","7094637","2022-01-28","2022","01","28","","-19.4","","-32.5","","-26.0","","44.0","","0.0","","","","","","0.0","","62","","","","",""
"-77.79","49.76","MATAGAMI","7094637","2022-01-29","2022","01","29","","-14.2","","-29.3","","-21.8","","39.8","","0.0","","","","","","0.3","","61","","","","",""
"-77.79","49.76","MATAGAMI","7094637","2022-01-30","2022","01","30","","-18.2","","-28.1","","-23.1","","41.1","","0.0","","","","","","0.5","","62","","31","","36",""
"-77.79","49.76","MATAGAMI","7094637","2022-01-31","2022","01","31","","-16.3","","-30.5","","-23.4","","41.4","","0.0","","","","","","0.0","","60","","","","",""
"-77.79","49.76","MATAGAMI","7094637","2022-02-01","2022","02","01","","-0.1","","-18.3","","-9.2","","27.2","","0.0","","","","","","0.0","","60","","19","","56",""
"-77.79","49.76","MATAGAMI","7094637","2022-02-02","2022","02","02","","1.1","","-24.2","","-11.5","","29.5","","0.0","","","","","","0.0","","57","","26","","51",""
"-77.79","49.76","MATAGAMI","7094637","2022-02-03","2022","02","03","","-20.4","","-33.3","","-26.8","","44.8","","0.0","","","","","","0.0","","57","","","","",""
"-77.79","49.76","MATAGAMI","7094637","2022-02-04","2022","02","04","","-20.0","","-36.9","","-28.4","","46.4","","0.0","","","","","","0.0","","57","","","","",""
"-77.79","49.76","MATAGAMI","7094637","2022-02-05","2022","02","05","","-15.5","","-32.4","","-24.0","","42.0","","0.0","","","","","","0.0","","57","","32","","33",""
"-77.79","49.76","MATAGAMI","7094637","2022-02-06","2022","02","06","","-11.0","","-26.6","","-18.8","","36.8","","0.0","","","","","","3.8","","57","","17","","33",""
"-77.79","49.76","MATAGAMI","7094637","2022-02-07","2022","02","07","","-10.1","","-22.8","","-16.4","","34.4","","0.0","","","","","","0.0","","58","","","","",""
"-77.79","49.76","MATAGAMI","7094637","2022-02-08","2022","02","08","","-4.1","","-17.2","","-10.7","","28.7","","0.0","","","","","","0.0","","57","","","","",""
"-77.79","49.76","MATAGAMI","7094637","2022-02-09","2022","02","09","","-2.3","","-12.6","","-7.4","","25.4","","0.0","","","","","","1.0","","58","","15","","37",""
"-77.79","49.76","MATAGAMI","7094637","2022-02-10","2022","02","10","","-2.2","","-18.0","","-10.1","","28.1","","0.0","","","","","","1.0","","58","","32","","41",""
"-77.79","49.76","MATAGAMI","7094637","2022-02-11","2022","02","11","","-9.9","","-23.6","","-16.7","","34.7","","0.0","","","","","","2.6","","57","","33","","46",""
"-77.79","49.76","MATAGAMI","7094637","2022-02-12","2022","02","12","","-23.3","","-31.1","","-27.2","","45.2","","0.0","","","","","","0.0","","57","","34","","48",""
"-77.79","49.76","MATAGAMI","7094637","2022-02-13","2022","02","13","","-17.6","","-34.1","","-25.9","","43.9","","0.0","","","","","","0.0","","57","","","","",""
"-77.79","49.76","MATAGAMI","7094637","2022-02-14","2022","02","14","","-14.6","","-36.2","","-25.4","","43.4","","0.0","","","","","","0.1","","57","","","","",""
"-77.79","49.76","MATAGAMI","7094637","2022-02-15","2022","02","15","","-15.7","","-28.9","","-22.3","","40.3","","0.0","","","","","","0.0","","58","","","","",""
"-77.79","49.76","MATAGAMI","7094637","2022-02-16","2022","02","16","","-2.2","","-20.6","","-11.4","","29.4","","0.0","","","","","","10.1","","57","","17","","40",""
"-77.79","49.76","MATAGAMI","7094637","2022-02-17","2022","02","17","","-7.0","","-25.1","","-16.1","","34.1","","0.0","","","","","","0.0","","66","","33","","35",""
"-77.79","49.76","MATAGAMI","7094637","2022-02-18","2022","02","18","","-19.0","","-32.6","","-25.8","","43.8","","0.0","","","","","","0.0","","65","","","","",""
"-77.79","49.76","MATAGAMI","7094637","2022-02-19","2022","02","19","","-17.0","","-26.8","","-21.9","","39.9","","0.0","","","","","","0.2","","65","","32","","46",""
"-77.79","49.76","MATAGAMI","7094637","2022-02-20","2022","02","20","","-8.0","","-24.3","","-16.1","","34.1","","0.0","","","","","","6.0","","66","","32","","58",""
"-77.79","49.76","MATAGAMI","7094637","2022-02-21","2022","02","21","","-21.6","","-32.6","","-27.1","","45.1","","0.0","","","","","","0.0","","65","","31","","50",""
"-77.79","49.76","MATAGAMI","7094637","2022-02-22","2022","02","22","","-16.2","","-24.0","","-20.1","","38.1","","0.0","","","","","","3.6","","65","","7","","32",""
"-77.79","49.76","MATAGAMI","7094637","2022-02-23","2022","02","23","","-17.5","","-29.6","","-23.6","","41.6","","0.0","","","","","","3.4","","74","","32","","61",""
"-77.79","49.76","MATAGAMI","7094637","2022-02-24","2022","02","24","","-13.2","","-33.8","","-23.5","","41.5","","0.0","","","","","","0.0","","66","","30","","31",""
"-77.79","49.76","MATAGAMI","7094637","2022-02-25","2022","02","25","","-11.5","","-33.1","","-22.3","","40.3","","0.0","","","","","","0.0","","66","","","","",""
"-77.79","49.76","MATAGAMI","7094637","2022-02-26","2022","02","26","","-5.8","","-19.0","","-12.4","","30.4","","0.0","","","","","","0.7","","66","","24","","48",""
"-77.79","49.76","MATAGAMI","7094637","2022-02-27","2022","02","27","","-12.1","","-28.9","","-20.5","","38.5","","0.0","","","","","","0.0","","63","","30","","51",""
"-77.79","49.76","MATAGAMI","7094637","2022-02-28","2022","02","28","","-10.8","","-30.2","","-20.5","","38.5","","0.0","","","","","","0.0","","63","","29","","34",""
"-77.79","49.76","MATAGAMI","7094637","2022-03-01","2022","03","01","","-7.7","","-21.1","","-14.4","","32.4","","0.0","","","","","","0.5","","63","","","","",""
"-77.79","49.76","MATAGAMI","7094637","2022-03-02","2022","03","02","","-12.2","","-28.8","","-20.5","","38.5","","0.0","","","","","","0.0","","64","","32","","32",""
"-77.79","49.76","MATAGAMI","7094637","2022-03-03","2022","03","03","","-15.4","","-32.7","","-24.1","","42.1","","0.0","","","","","","0.0","","66","","27","","31",""
"-77.79","49.76","MATAGAMI","7094637","2022-03-04","2022","03","04","","-8.2","","-21.2","","-14.7","","32.7","","0.0","","","","","","0.0","","65","","31","","40",""
"-77.79","49.76","MATAGAMI","7094637","2022-03-05","2022","03","05","","-3.5","","-23.7","","-13.6","","31.6","","0.0","","","","","","0.7","","63","","","","",""
"-77.79","49.76","MATAGAMI","7094637","2022-03-06","2022","03","06","","-4.1","","-8.0","","-6.1","","24.1","","0.0","","","","","","7.2","","64","","30","","35",""
"-77.79","49.76","MATAGAMI","7094637","2022-03-07","2022","03","07","","-5.6","","-13.6","","-9.6","","27.6","","0.0","","","","","","0.0","","73","","31","","43",""
"-77.79","49.76","MATAGAMI","7094637","2022-03-08","2022","03","08","","-2.7","","-13.6","","-8.2","","26.2","","0.0","","","","","","0.0","","78","","32","","43",""
"-77.79","49.76","MATAGAMI","7094637","2022-03-09","2022","03","09","","-1.3","","-11.8","","-6.5","","24.5","","0.0","","","","","","3.5","","76","","32","","38",""
"-77.79","49.76","MATAGAMI","7094637","2022-03-10","2022","03","10","","-10.6","","-15.5","","-13.1","","31.1","","0.0","","","","","","0.0","","80","","31","","39",""
"-77.79","49.76","MATAGAMI","7094637","2022-03-11","2022","03","11","","-5.6","","-17.1","","-11.3","","29.3","","0.0","","","","","","0.0","","79","","20","","32",""
"-77.79","49.76","MATAGAMI","7094637","2022-03-12","2022","03","12","","-5.8","","-22.4","","-14.1","","32.1","","0.0","","","","","","0.0","","79","","32","","52",""
"-77.79","49.76","MATAGAMI","7094637","2022-03-13","2022","03","13","","-8.5","","-26.6","","-17.5","","35.5","","0.0","","","","","","0.5","","74","","27","","35",""
"-77.79","49.76","MATAGAMI","7094637","2022-03-14","2022","03","14","","-4.7","","-17.4","","-11.1","","29.1","","0.0","","","","","","0.0","","74","","30","","50",""
"-77.79","49.76","MATAGAMI","7094637","2022-03-15","2022","03","15","","-1.6","","-22.3","","-12.0","","30.0","","0.0","","","","","","1.1","","74","","17","","32",""
"-77.79","49.76","MATAGAMI","7094637","2022-03-16","2022","03","16","","0.6","","-3.3","","-1.4","","19.4","","0.0","","","","","","3.8","","74","","","","",""
"-77.79","49.76","MATAGAMI","7094637","2022-03-17","2022","03","17","","4.3","","-6.0","","-0.9","","18.9","","0.0","","","","","","1.7","","77","","31","","36",""
"-77.79","49.76","MATAGAMI","7094637","2022-03-18","2022","03","18","","1.7","","-12.9","","-5.6","","23.6","","0.0","","","","","","0.0","","73","","","","",""
"-77.79","49.76","MATAGAMI","7094637","2022-03-19","2022","03","19","","4.9","","-7.9","","-1.5","","19.5","","0.0","","","","","","2.0","","72","","12","","32",""
"-77.79","49.76","MATAGAMI","7094637","2022-03-20","2022","03","20","","3.4","","-5.2","","-0.9","","18.9","","0.0","","","","","","4.1","","77","","32","","50",""
"-77.79","49.76","MATAGAMI","7094637","2022-03-21","2022","03","21","","-5.1","","-14.1","","-9.6","","27.6","","0.0","","","","","","0.0","","71","","31","","57",""
"-77.79","49.76","MATAGAMI","7094637","2022-03-22","2022","03","22","","-2.5","","-14.4","","-8.5","","26.5","","0.0","","","","","","0.0","","72","","32","","41",""
"-77.79","49.76","MATAGAMI","7094637","2022-03-23","2022","03","23","","4.0","","-17.3","","-6.6","","24.6","","0.0","","","","","","0.0","","71","","","","",""
"-77.79","49.76","MATAGAMI","7094637","2022-03-24","2022","03","24","","1.4","","-2.1","","-0.4","","18.4","","0.0","","","","","","5.6","","71","","11","","42",""
"-77.79","49.76","MATAGAMI","7094637","2022-03-25","2022","03","25","","2.6","","-0.3","","1.2","","16.8","","0.0","","","","","","4.0","","71","","","","",""
"-77.79","49.76","MATAGAMI","7094637","2022-03-26","2022","03","26","","0.4","","-15.5","","-7.6","","25.6","","0.0","","","","","","4.4","","75","","32","","59",""
"-77.79","49.76","MATAGAMI","7094637","2022-03-27","2022","03","27","","-15.5","","-20.1","","-17.8","","35.8","","0.0","","","","","","0.3","","73","","33","","49",""
"-77.79","49.76","MATAGAMI","7094637","2022-03-28","2022","03","28","","-10.8","","-20.2","","-15.5","","33.5","","0.0","","","","","","0.2","","88","","32","","38",""
"-77.79","49.76","MATAGAMI","7094637","2022-03-29","2022","03","29","","-4.4","","-18.4","","-11.4","","29.4","","0.0","","","","","","0.0","","79","","30","","35",""
"-77.79","49.76","MATAGAMI","7094637","2022-03-30","2022","03","30","","1.2","","-20.8","","-9.8","","27.8","","0.0","","","","","","4.3","","78","","15","","35",""
"-77.79","49.76","MATAGAMI","7094637","2022-03-31","2022","03","31","","1.5","","-5.4","","-2.0","","20.0","","0.0","","","","","","25.3","","85","","30","","55",""
"-77.79","49.76","MATAGAMI","7094637","2022-04-01","2022","04","01","","-5.4","","-14.0","","-9.7","","27.7","","0.0","","","","","","0.0","","84","","30","","50",""
"-77.79","49.76","MATAGAMI","7094637","2022-04-02","2022","04","02","","6.0","","-14.9","","-4.5","","22.5","","0.0","","","","","","0.0","","84","","27","","32",""
"-77.79","49.76","MATAGAMI","7094637","2022-04-03","2022","04","03","","6.2","","-5.7","","0.3","","17.7","","0.0","","","","","","0.0","","80","","33","","33",""
"-77.79","49.76","MATAGAMI","7094637","2022-04-04","2022","04","04","","2.6","","-8.3","","-2.8","","20.8","","0.0","","","","","","0.0","","74","","","","",""
"-77.79","49.76","MATAGAMI","7094637","2022-04-05","2022","04","05","","7.2","","-11.0","","-1.9","","19.9","","0.0","","","","","","0.0","","73","","","","",""
"-77.79","49.76","MATAGAMI","7094637","2022-04-06","2022","04","06","","6.3","","-6.5","","-0.1","","18.1","","0.0","","","","","","0.0","","72","","6","","35",""
"-77.79","49.76","MATAGAMI","7094637","2022-04-07","2022","04","07","","2.1","","-0.2","","1.0","","17.0","","0.0","","","","","","12.1","","68","","10","","35",""
"-77.79","49.76","MATAGAMI","7094637","2022-04-08","2022","04","08","","4.6","","0.5","","2.6","","15.4","","0.0","","","","","","3.9","","68","","","","",""
"-77.79","49.76","MATAGAMI","7094637","2022-04-09","2022","04","09","","2.1","","-3.6","","-0.8","","18.8","","0.0","","","","","","0.2","","63","","","","",""
"-77.79","49.76","MATAGAMI","7094637","2022-04-10","2022","04","10","","0.0","","-5.1","","-2.6","","20.6","","0.0","","","","","","0.1","","62","","31","","31",""
"-77.79","49.76","MATAGAMI","7094637","2022-04-11","2022","04","11","","6.7","","-7.8","","-0.5","","18.5","","0.0","","","","","","0.0","","63","","16","","43",""
"-77.79","49.76","MATAGAMI","7094637","2022-04-12","2022","04","12","","7.8","","-2.7","","2.5","","15.5","","0.0","","","","","","0.0","","58","","27","","61",""
"-77.79","49.76","MATAGAMI","7094637","2022-04-13","2022","04","13","","7.6","","-5.8","","0.9","","17.1","","0.0","","","","","","0.0","","52","","","","",""
"-77.79","49.76","MATAGAMI","7094637","2022-04-14","2022","04","14","","7.2","","0.2","","3.7","","14.3","","0.0","","","","","","14.3","","49","","24","","47",""
"-77.79","49.76","MATAGAMI","7094637","2022-04-15","2022","04","15","","4.1","","-2.0","","1.0","","17.0","","0.0","","","","","","0.0","","45","","21","","44",""
"-77.79","49.76","MATAGAMI","7094637","2022-04-16","2022","04","16","","1.9","","-2.6","","-0.3","","18.3","","0.0","","","","","","0.3","","44","","33","","36",""
"-77.79","49.76","MATAGAMI","7094637","2022-04-17","2022","04","17","","-2.0","","-6.5","","-4.2","","22.2","","0.0","","","","","","0.0","","44","","32","","47",""
"-77.79","49.76","MATAGAMI","7094637","2022-04-18","2022","04","18","","3.6","","-6.9","","-1.6","","19.6","","0.0","","","","","","0.0","","41","","","","",""
"-77.79","49.76","MATAGAMI","7094637","2022-04-19","2022","04","19","","0.7","","-5.8","","-2.5","","20.5","","0.0","","","","","","10.8","","45","","31","","64",""
"-77.79","49.76","MATAGAMI","7094637","2022-04-20","2022","04","20","","4.9","","-8.0","","-1.5","","19.5","","0.0","","","","","","0.0","","47","","32","","61",""
"-77.79","49.76","MATAGAMI","7094637","2022-04-21","2022","04","21","","2.9","","-0.5","","1.2","","16.8","","0.0","","","","","","8.1","","49","","15","","45",""
"-77.79","49.76","MATAGAMI","7094637","2022-04-22","2022","04","22","","1.3","","-9.6","","-4.1","","22.1","","0.0","","","","","","0.0","","48","","32","","56",""
"-77.79","49.76","MATAGAMI","7094637","2022-04-23","2022","04","23","","5.3","","-11.8","","-3.3","","21.3","","0.0","","","","","","0.0","","47","","","","",""
"-77.79","49.76","MATAGAMI","7094637","2022-04-24","2022","04","24","","8.4","","-0.1","","4.1","","13.9","","0.0","","","","","","6.9","","45","","15","","56",""
"-77.79","49.76","MATAGAMI","7094637","2022-04-25","2022","04","25","","11.3","","1.2","","6.3","","11.7","","0.0","","","","","","0.1","","36","","14","","33",""
"-77.79","49.76","MATAGAMI","7094637","2022-04-26","2022","04","26","","1.2","","-7.9","","-3.4","","21.4","","0.0","","","","","","2.0","","29","","31","","31",""
"-77.79","49.76","MATAGAMI","7094637","2022-04-27","2022","04","27","","1.7","","-9.9","","-4.1","","22.1","","0.0","","","","","","3.4","","30","","31","","43",""
"-77.79","49.76","MATAGAMI","7094637","2022-04-28","2022","04","28","","5.4","","-12.5","","-3.5","","21.5","","0.0","","","","","","0.0","","29","","32","","39",""
"-77.79","49.76","MATAGAMI","7094637","2022-04-29","2022","04","29","","9.3","","-8.4","","0.4","","17.6","","0.0","","","","","","0.0","","29","","","","",""
"-77.79","49.76","MATAGAMI","7094637","2022-04-30","2022","04","30","","11.7","","-6.0","","2.9","","15.1","","0.0","","","","","","0.0","","22","","","","",""
"-77.79","49.76","MATAGAMI","7094637","2022-05-01","2022","05","01","","15.7","","-2.3","","6.7","","11.3","","0.0","","","","","","0.0","","","","","","",""
"-77.79","49.76","MATAGAMI","7094637","2022-05-02","2022","05","02","","19.6","","2.4","","11.0","","7.0","","0.0","","","","","","0.0","","","","20","","36",""
"-77.79","49.76","MATAGAMI","7094637","2022-05-03","2022","05","03","","10.6","","0.1","","5.4","","12.6","","0.0","","","","","","2.7","","","","","","",""
"-77.79","49.76","MATAGAMI","7094637","2022-05-04","2022","05","04","","5.2","","-3.0","","1.1","","16.9","","0.0","","","","","","0.0","","","","32","","32",""
"-77.79","49.76","MATAGAMI","7094637","2022-05-05","2022","05","05","","6.5","","-5.3","","0.6","","17.4","","0.0","","","","","","0.0","","","","33","","39",""
"-77.79","49.76","MATAGAMI","7094637","2022-05-06","2022","05","06","","7.5","","-7.6","","0.0","","18.0","","0.0","","","","","","0.0","","","","","","",""
"-77.79","49.76","MATAGAMI","7094637","2022-05-07","2022","05","07","","12.7","","-5.7","","3.5","","14.5","","0.0","","","","","","0.0","","","","","","",""
"-77.79","49.76","MATAGAMI","7094637","2022-05-08","2022","05","08","","20.3","","-2.3","","9.0","","9.0","","0.0","","","","","","0.0","","","","16","","34",""
"-77.79","49.76","MATAGAMI","7094637","2022-05-09","2022","05","09","","23.6","","2.2","","12.9","","5.1","","0.0","","","","","","0.0","","","","17","","38",""
"-77.79","49.76","MATAGAMI","7094637","2022-05-10","2022","05","10","","27.9","","9.0","","18.5","","0.0","","0.5","","","","","","0.0","","","","21","","56",""
"-77.79","49.76","MATAGAMI","7094637","2022-05-11","2022","05","11","","23.8","","8.1","","16.0","","2.0","","0.0","","","","","","0.2","","","","23","","50",""
"-77.79","49.76","MATAGAMI","7094637","2022-05-12","2022","05","12","","18.2","","6.9","","12.6","","5.4","","0.0","","","","","","12.6","","","","","","",""
"-77.79","49.76","MATAGAMI","7094637","2022-05-13","2022","05","13","","23.1","","9.6","","16.3","","1.7","","0.0","","","","","","0.0","","","","","","",""
"-77.79","49.76","MATAGAMI","7094637","2022-05-14","2022","05","14","","30.4","","12.5","","21.4","","0.0","","3.4","","","","","","0.0","","","","20","","43",""
"-77.79","49.76","MATAGAMI","7094637","2022-05-15","2022","05","15","","27.3","","12.2","","19.7","","0.0","","1.7","","","","","","1.4","","","","27","","35",""
"-77.79","49.76","MATAGAMI","7094637","2022-05-16","2022","05","16","","18.4","","8.0","","13.2","","4.8","","0.0","","","","","","1.2","","","","31","","34",""
"-77.79","49.76","MATAGAMI","7094637","2022-05-17","2022","05","17","","8.0","","-1.4","","3.3","","14.7","","0.0","","","","","","0.5","","","","32","","61",""
"-77.79","49.76","MATAGAMI","7094637","2022-05-18","2022","05","18","","15.1","","-3.5","","5.8","","12.2","","0.0","","","","","","0.0","","","","27","","37",""
"-77.79","49.76","MATAGAMI","7094637","2022-05-19","2022","05","19","","13.1","","5.0","","9.1","","8.9","","0.0","","","","","","2.1","","","","","","",""
"-77.79","49.76","MATAGAMI","7094637","2022-05-20","2022","05","20","","18.2","","6.8","","12.5","","5.5","","0.0","","","","","","25.2","","","","28","","44",""
"-77.79","49.76","MATAGAMI","7094637","2022-05-21","2022","05","21","","12.5","","2.3","","7.4","","10.6","","0.0","","","","","","0.0","","","","30","","39",""
"-77.79","49.76","MATAGAMI","7094637","2022-05-22","2022","05","22","","9.0","","1.4","","5.2","","12.8","","0.0","","","","","","1.9","","","","31","","31",""
"-77.79","49.76","MATAGAMI","7094637","2022-05-23","2022","05","23","","16.3","","2.8","","9.5","","8.5","","0.0","","","","","","0.0","","","","","","",""
"-77.79","49.76","MATAGAMI","7094637","2022-05-24","2022","05","24","","18.9","","1.4","","10.1","","7.9","","0.0","","","","","","0.0","","","","17","","43",""
"-77.79","49.76","MATAGAMI","7094637","2022-05-25","2022","05","25","","19.3","","4.7","","12.0","","6.0","","0.0","","","","","","0.0","","","","","","",""
"-77.79","49.76","MATAGAMI","7094637","2022-05-26","2022","05","26","","11.6","","9.6","","10.6","","7.4","","0.0","","","","","","17.1","","","","9","","35",""
"-77.79","49.76","MATAGAMI","7094637","2022-05-27","2022","05","27","","12.1","","6.8","","9.5","","8.5","","0.0","","","","","","0.1","","","","","","",""
"-77.79","49.76","MATAGAMI","7094637","2022-05-28","2022","05","28","","20.3","","4.3","","12.3","","5.7","","0.0","","","","","","0.0","","","","33","","43",""
"-77.79","49.76","MATAGAMI","7094637","2022-05-29","2022","05","29","","19.7","","1.2","","10.4","","7.6","","0.0","","","","","","0.0","","","","","","",""
"-77.79","49.76","MATAGAMI","7094637","2022-05-30","2022","05","30","","11.6","","7.1","","9.3","","8.7","","0.0","","","","","","16.7","","","","8","","34",""
"-77.79","49.76","MATAGAMI","7094637","2022-05-31","2022","05","31","","19.8","","6.8","","13.3","","4.7","","0.0","","","","","","3.3","","","","12","","43",""
"-77.79","49.76","MATAGAMI","7094637","2022-06-01","2022","06","01","","16.5","","10.1","","13.3","","4.7","","0.0","","","","","","2.2","","","","13","","43",""
"-77.79","49.76","MATAGAMI","7094637","2022-06-02","2022","06","02","","16.2","","8.0","","12.1","","5.9","","0.0","","","","","","0.0","","","","","","",""
"-77.79","49.76","MATAGAMI","7094637","2022-06-03","2022","06","03","","22.0","","3.8","","12.9","","5.1","","0.0","","","","","","0.0","","","","27","","33",""
"-77.79","49.76","MATAGAMI","7094637","2022-06-04","2022","06","04","","13.9","","8.8","","11.3","","6.7","","0.0","","","","","","2.0","","","","30","","35",""
"-77.79","49.76","MATAGAMI","7094637","2022-06-05","2022","06","05","","15.9","","8.6","","12.2","","5.8","","0.0","","","","","","0.3","","","","","","",""
"-77.79","49.76","MATAGAMI","7094637","2022-06-06","2022","06","06","","22.8","","5.0","","13.9","","4.1","","0.0","","","","","","2.0","","","","","","",""
"-77.79","49.76","MATAGAMI","7094637","2022-06-07","2022","06","07","","15.7","","10.9","","13.3","","4.7","","0.0","","","","","","10.3","","","","31","","37",""
"-77.79","49.76","MATAGAMI","7094637","2022-06-08","2022","06","08","","20.2","","8.2","","14.2","","3.8","","0.0","","","","","","0.5","","","","28","","37",""
"-77.79","49.76","MATAGAMI","7094637","2022-06-09","2022","06","09","","19.9","","5.3","","12.6","","5.4","","0.0","","","","","","12.7","","","","","","",""
"-77.79","49.76","MATAGAMI","7094637","2022-06-10","2022","06","10","","20.9","","9.2","","15.1","","2.9","","0.0","","","","","","0.3","","","","31","","46",""
"-77.79","49.76","MATAGAMI","7094637","2022-06-11","2022","06","11","","19.8","","8.5","","14.1","","3.9","","0.0","","","","","","5.3","","","","23","","46",""
"-77.79","49.76","MATAGAMI","7094637","2022-06-12","2022","06","12","","16.9","","9.7","","13.3","","4.7","","0.0","","","","","","17.8","","","","","","",""
