"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-77.79","49.76","MATAGAMI","7094637","2023-01-11","2023","01","11","","-9.7","","-27.9","","-18.8","","36.8","","0.0","","","","","","0.0","","54","","","","",""
"-77.79","49.76","MATAGAMI","7094637","2023-01-12","2023","01","12","","-6.0","","-11.5","","-8.7","","26.7","","0.0","","","","","","1.0","","53","","","","",""
"-77.79","49.76","MATAGAMI","7094637","2023-01-13","2023","01","13","","-9.7","","-28.0","","-18.9","","36.9","","0.0","","","","","","0.0","","52","","34","","38",""
"-77.79","49.76","MATAGAMI","7094637","2023-01-14","2023","01","14","","-11.7","","-31.1","","-21.4","","39.4","","0.0","","","","","","0.0","","50","","","","",""
"-77.79","49.76","MATAGAMI","7094637","2023-01-15","2023","01","15","","-4.5","","-20.8","","-12.6","","30.6","","0.0","","","","","","0.0","","50","","17","","31",""
"-77.79","49.76","MATAGAMI","7094637","2023-01-16","2023","01","16","","0.4","","-8.6","","-4.1","","22.1","","0.0","","","","","","0.0","","51","","","","",""
"-77.79","49.76","MATAGAMI","7094637","2023-01-17","2023","01","17","","-0.9","","-13.6","","-7.2","","25.2","","0.0","","","","","","0.0","","50","","","","",""
"-77.79","49.76","MATAGAMI","7094637","2023-01-18","2023","01","18","","-4.1","","-10.7","","-7.4","","25.4","","0.0","","","","","","0.1","","50","","33","","39",""
"-77.79","49.76","MATAGAMI","7094637","2023-01-19","2023","01","19","","-10.2","","-16.4","","-13.3","","31.3","","0.0","","","","","","0.0","","51","","","","",""
"-77.79","49.76","MATAGAMI","7094637","2023-01-20","2023","01","20","","-8.6","","-21.6","","-15.1","","33.1","","0.0","","","","","","0.0","","51","","","","",""
"-77.79","49.76","MATAGAMI","7094637","2023-01-21","2023","01","21","","-6.9","","-21.5","","-14.2","","32.2","","0.0","","","","","","0.0","","51","","","","",""
"-77.79","49.76","MATAGAMI","7094637","2023-01-22","2023","01","22","","-3.1","","-7.3","","-5.2","","23.2","","0.0","","","","","","1.2","","51","","","","",""
"-77.79","49.76","MATAGAMI","7094637","2023-01-23","2023","01","23","","-3.0","","-6.7","","-4.8","","22.8","","0.0","","","","","","1.9","","56","","32","","39",""
"-77.79","49.76","MATAGAMI","7094637","2023-01-24","2023","01","24","","-5.4","","-28.7","","-17.1","","35.1","","0.0","","","","","","0.1","","55","","33","","44",""
"-77.79","49.76","MATAGAMI","7094637","2023-01-25","2023","01","25","","-12.0","","-28.0","","-20.0","","38.0","","0.0","","","","","","0.0","","58","","","","",""
"-77.79","49.76","MATAGAMI","7094637","2023-01-26","2023","01","26","","-13.1","","-26.3","","-19.7","","37.7","","0.0","","","","","","0.4","","59","","31","","33",""
"-77.79","49.76","MATAGAMI","7094637","2023-01-27","2023","01","27","","-5.0","","-27.3","","-16.2","","34.2","","0.0","","","","","","0.4","","60","","18","","51",""
"-77.79","49.76","MATAGAMI","7094637","2023-01-28","2023","01","28","","-4.3","","-31.7","","-18.0","","36.0","","0.0","","","","","","0.6","","59","","29","","60",""
"-77.79","49.76","MATAGAMI","7094637","2023-01-29","2023","01","29","","-15.1","","-33.9","","-24.5","","42.5","","0.0","","","","","","0.0","","58","","","","",""
"-77.79","49.76","MATAGAMI","7094637","2023-01-30","2023","01","30","","-18.2","","-29.6","","-23.9","","41.9","","0.0","","","","","","0.0","","58","","","","",""
"-77.79","49.76","MATAGAMI","7094637","2023-01-31","2023","01","31","","-12.6","","-34.0","","-23.3","","41.3","","0.0","","","","","","2.0","","58","","22","","38",""
"-77.79","49.76","MATAGAMI","7094637","2023-02-01","2023","02","01","","-13.3","","-26.9","","-20.1","","38.1","","0.0","","","","","","0.0","","60","","","","",""
"-77.79","49.76","MATAGAMI","7094637","2023-02-02","2023","02","02","","-16.0","","-32.9","","-24.4","","42.4","","0.0","","","","","","0.9","","60","","31","","54",""
"-77.79","49.76","MATAGAMI","7094637","2023-02-03","2023","02","03","","-31.9","","-36.9","","-34.4","","52.4","","0.0","","","","","","0.0","","66","","29","","43",""
"-77.79","49.76","MATAGAMI","7094637","2023-02-04","2023","02","04","","-13.6","","-37.4","","-25.5","","43.5","","0.0","","","","","","1.5","","58","","18","","35",""
"-77.79","49.76","MATAGAMI","7094637","2023-02-05","2023","02","05","","-13.4","","-24.8","","-19.1","","37.1","","0.0","","","","","","0.2","","60","","32","","33",""
"-77.79","49.76","MATAGAMI","7094637","2023-02-06","2023","02","06","","-10.6","","-23.3","","-17.0","","35.0","","0.0","","","","","","0.0","","59","","17","","33",""
"-77.79","49.76","MATAGAMI","7094637","2023-02-07","2023","02","07","","-3.6","","-13.8","","-8.7","","26.7","","0.0","","","","","","6.0","","58","","32","","52",""
"-77.79","49.76","MATAGAMI","7094637","2023-02-08","2023","02","08","","-10.2","","-21.5","","-15.8","","33.8","","0.0","","","","","","0.0","","61","","30","","37",""
"-77.79","49.76","MATAGAMI","7094637","2023-02-09","2023","02","09","","-8.0","","-16.4","","-12.2","","30.2","","0.0","","","","","","0.3","","61","","","","",""
"-77.79","49.76","MATAGAMI","7094637","2023-02-10","2023","02","10","","-7.4","","-19.9","","-13.7","","31.7","","0.0","","","","","","1.3","","62","","32","","33",""
"-77.79","49.76","MATAGAMI","7094637","2023-02-11","2023","02","11","","-3.2","","-23.0","","-13.1","","31.1","","0.0","","","","","","1.0","","65","","31","","44",""
"-77.79","49.76","MATAGAMI","7094637","2023-02-12","2023","02","12","","-5.4","","-13.1","","-9.2","","27.2","","0.0","","","","","","0.1","","65","","30","","39",""
"-77.79","49.76","MATAGAMI","7094637","2023-02-13","2023","02","13","","0.6","","-8.1","","-3.7","","21.7","","0.0","","","","","","1.6","","65","","31","","34",""
"-77.79","49.76","MATAGAMI","7094637","2023-02-14","2023","02","14","","3.2","","-7.8","","-2.3","","20.3","","0.0","","","","","","0.0","","67","","19","","44",""
"-77.79","49.76","MATAGAMI","7094637","2023-02-15","2023","02","15","","2.6","","-17.0","","-7.2","","25.2","","0.0","","","","","","5.2","","66","","33","","55",""
"-77.79","49.76","MATAGAMI","7094637","2023-02-16","2023","02","16","","-14.7","","-24.5","","-19.6","","37.6","","0.0","","","","","","0.0","","64","","31","","54",""
"-77.79","49.76","MATAGAMI","7094637","2023-02-17","2023","02","17","","-16.6","","-29.9","","-23.2","","41.2","","0.0","","","","","","0.0","","65","","","","",""
"-77.79","49.76","MATAGAMI","7094637","2023-02-18","2023","02","18","","-6.1","","-22.7","","-14.4","","32.4","","0.0","","","","","","1.1","","65","","30","","45",""
"-77.79","49.76","MATAGAMI","7094637","2023-02-19","2023","02","19","","-0.2","","-23.2","","-11.7","","29.7","","0.0","","","","","","1.2","","67","","31","","63",""
"-77.79","49.76","MATAGAMI","7094637","2023-02-20","2023","02","20","","-18.1","","-32.0","","-25.0","","43.0","","0.0","","","","","","0.0","","66","","31","","45",""
"-77.79","49.76","MATAGAMI","7094637","2023-02-21","2023","02","21","","-15.0","","-32.1","","-23.6","","41.6","","0.0","","","","","","1.8","","66","","32","","36",""
"-77.79","49.76","MATAGAMI","7094637","2023-02-22","2023","02","22","","-19.9","","-30.1","","-25.0","","43.0","","0.0","","","","","","0.0","","66","","","","",""
"-77.79","49.76","MATAGAMI","7094637","2023-02-23","2023","02","23","","-20.6","","-32.6","","-26.6","","44.6","","0.0","","","","","","0.0","","67","","","","",""
"-77.79","49.76","MATAGAMI","7094637","2023-02-24","2023","02","24","","-17.7","","-33.9","","-25.8","","43.8","","0.0","","","","","","0.0","","67","","","","",""
"-77.79","49.76","MATAGAMI","7094637","2023-02-25","2023","02","25","","-11.0","","-28.3","","-19.7","","37.7","","0.0","","","","","","0.0","","66","","22","","33",""
"-77.79","49.76","MATAGAMI","7094637","2023-02-26","2023","02","26","","-7.0","","-22.3","","-14.7","","32.7","","0.0","","","","","","0.4","","68","","32","","35",""
"-77.79","49.76","MATAGAMI","7094637","2023-02-27","2023","02","27","","-8.9","","-29.2","","-19.1","","37.1","","0.0","","","","","","0.0","","70","","","","",""
"-77.79","49.76","MATAGAMI","7094637","2023-02-28","2023","02","28","","-5.6","","-16.0","","-10.8","","28.8","","0.0","","","","","","4.5","","69","","","","",""
"-77.79","49.76","MATAGAMI","7094637","2023-03-01","2023","03","01","","-2.9","","-13.9","","-8.4","","26.4","","0.0","","","","","","0.0","","74","","","","",""
"-77.79","49.76","MATAGAMI","7094637","2023-03-02","2023","03","02","","-12.2","","-23.5","","-17.8","","35.8","","0.0","","","","","","0.0","","73","","32","","34",""
"-77.79","49.76","MATAGAMI","7094637","2023-03-03","2023","03","03","","-2.2","","-28.8","","-15.5","","33.5","","0.0","","","","","","0.0","","73","","","","",""
"-77.79","49.76","MATAGAMI","7094637","2023-03-04","2023","03","04","","3.6","","-16.7","","-6.5","","24.5","","0.0","","","","","","0.0","","73","","","","",""
"-77.79","49.76","MATAGAMI","7094637","2023-03-05","2023","03","05","","-1.8","","-11.2","","-6.5","","24.5","","0.0","","","","","","0.0","","73","","32","","40",""
"-77.79","49.76","MATAGAMI","7094637","2023-03-06","2023","03","06","","-5.0","","-16.5","","-10.8","","28.8","","0.0","","","","","","0.0","","72","","32","","42",""
"-77.79","49.76","MATAGAMI","7094637","2023-03-07","2023","03","07","","-8.3","","-15.5","","-11.9","","29.9","","0.0","","","","","","2.7","","72","","32","","50",""
"-77.79","49.76","MATAGAMI","7094637","2023-03-08","2023","03","08","","-9.6","","-12.3","","-11.0","","29.0","","0.0","","","","","","0.5","","80","","32","","41",""
"-77.79","49.76","MATAGAMI","7094637","2023-03-09","2023","03","09","","-9.8","","-12.9","","-11.3","","29.3","","0.0","","","","","","0.0","","84","","32","","32",""
"-77.79","49.76","MATAGAMI","7094637","2023-03-10","2023","03","10","","-8.5","","-15.8","","-12.1","","30.1","","0.0","","","","","","0.0","","83","","33","","32",""
"-77.79","49.76","MATAGAMI","7094637","2023-03-11","2023","03","11","","-11.1","","-16.8","","-13.9","","31.9","","0.0","","","","","","0.0","","81","","","","",""
"-77.79","49.76","MATAGAMI","7094637","2023-03-12","2023","03","12","","-8.1","","-15.7","","-11.9","","29.9","","0.0","","","","","","1.2","","81","","","","",""
"-77.79","49.76","MATAGAMI","7094637","2023-03-13","2023","03","13","","-7.0","","-14.7","","-10.9","","28.9","","0.0","","","","","","2.1","","82","","35","","36",""
"-77.79","49.76","MATAGAMI","7094637","2023-03-14","2023","03","14","","-5.9","","-19.1","","-12.5","","30.5","","0.0","","","","","","0.0","","84","","33","","41",""
"-77.79","49.76","MATAGAMI","7094637","2023-03-15","2023","03","15","","0.8","","-21.4","","-10.3","","28.3","","0.0","","","","","","0.0","","86","","","","",""
"-77.79","49.76","MATAGAMI","7094637","2023-03-16","2023","03","16","","1.4","","-5.1","","-1.8","","19.8","","0.0","","","","","","0.0","","85","","","","",""
"-77.79","49.76","MATAGAMI","7094637","2023-03-17","2023","03","17","","-2.4","","-5.7","","-4.1","","22.1","","0.0","","","","","","10.2","","87","","6","","42",""
"-77.79","49.76","MATAGAMI","7094637","2023-03-18","2023","03","18","","-5.3","","-16.9","","-11.1","","29.1","","0.0","","","","","","0.8","","91","","24","","41",""
"-77.79","49.76","MATAGAMI","7094637","2023-03-19","2023","03","19","","-8.7","","-20.4","","-14.6","","32.6","","0.0","","","","","","0.0","","90","","27","","35",""
"-77.79","49.76","MATAGAMI","7094637","2023-03-20","2023","03","20","","-8.9","","-22.5","","-15.7","","33.7","","0.0","","","","","","0.0","","89","","","","",""
"-77.79","49.76","MATAGAMI","7094637","2023-03-21","2023","03","21","","-8.9","","-22.2","","-15.5","","33.5","","0.0","","","","","","0.0","","89","","30","","33",""
"-77.79","49.76","MATAGAMI","7094637","2023-03-22","2023","03","22","","-2.8","","-23.7","","-13.3","","31.3","","0.0","","","","","","1.6","","88","","12","","36",""
"-77.79","49.76","MATAGAMI","7094637","2023-03-23","2023","03","23","","3.1","","-9.2","","-3.0","","21.0","","0.0","","","","","","3.8","","96","","30","","50",""
"-77.79","49.76","MATAGAMI","7094637","2023-03-24","2023","03","24","","0.0","","-11.7","","-5.9","","23.9","","0.0","","","","","","0.0","","93","","30","","37",""
"-77.79","49.76","MATAGAMI","7094637","2023-03-25","2023","03","25","","5.3","","-13.4","","-4.1","","22.1","","0.0","","","","","","1.1","","92","","10","","44",""
"-77.79","49.76","MATAGAMI","7094637","2023-03-26","2023","03","26","","1.0","","-5.1","","-2.0","","20.0","","0.0","","","","","","0.8","","91","","30","","43",""
"-77.79","49.76","MATAGAMI","7094637","2023-03-27","2023","03","27","","-3.3","","-14.6","","-9.0","","27.0","","0.0","","","","","","0.0","","90","","32","","36",""
"-77.79","49.76","MATAGAMI","7094637","2023-03-28","2023","03","28","","0.5","","-20.5","","-10.0","","28.0","","0.0","","","","","","0.2","","89","","","","",""
"-77.79","49.76","MATAGAMI","7094637","2023-03-29","2023","03","29","","-8.3","","-19.1","","-13.7","","31.7","","0.0","","","","","","1.2","","89","","34","","48",""
"-77.79","49.76","MATAGAMI","7094637","2023-03-30","2023","03","30","","-1.1","","-20.8","","-11.0","","29.0","","0.0","","","","","","0.0","","97","","23","","41",""
"-77.79","49.76","MATAGAMI","7094637","2023-03-31","2023","03","31","","2.4","","-10.2","","-3.9","","21.9","","0.0","","","","","","0.0","","94","","24","","39",""
"-77.79","49.76","MATAGAMI","7094637","2023-04-01","2023","04","01","","-5.2","","-21.2","","-13.2","","31.2","","0.0","","","","","","0.0","","93","","33","","56",""
"-77.79","49.76","MATAGAMI","7094637","2023-04-02","2023","04","02","","-3.3","","-23.4","","-13.4","","31.4","","0.0","","","","","","0.0","","91","","","","",""
"-77.79","49.76","MATAGAMI","7094637","2023-04-03","2023","04","03","","-0.5","","-18.2","","-9.4","","27.4","","0.0","","","","","","3.0","","90","","33","","40",""
"-77.79","49.76","MATAGAMI","7094637","2023-04-04","2023","04","04","","-6.6","","-22.5","","-14.5","","32.5","","0.0","","","","","","0.0","","91","","","","",""
"-77.79","49.76","MATAGAMI","7094637","2023-04-05","2023","04","05","","-2.9","","-14.1","","-8.5","","26.5","","0.0","","","","","","0.2","","91","","11","","64",""
"-77.79","49.76","MATAGAMI","7094637","2023-04-06","2023","04","06","","1.9","","-7.4","","-2.8","","20.8","","0.0","","","","","","0.9","","90","","23","","56",""
"-77.79","49.76","MATAGAMI","7094637","2023-04-07","2023","04","07","","-4.5","","-15.4","","-9.9","","27.9","","0.0","","","","","","0.0","","90","","31","","56",""
"-77.79","49.76","MATAGAMI","7094637","2023-04-08","2023","04","08","","3.6","","-16.2","","-6.3","","24.3","","0.0","","","","","","0.0","","90","","30","","46",""
"-77.79","49.76","MATAGAMI","7094637","2023-04-09","2023","04","09","","10.1","","-6.2","","1.9","","16.1","","0.0","","","","","","0.0","","89","","26","","39",""
"-77.79","49.76","MATAGAMI","7094637","2023-04-10","2023","04","10","","13.1","","1.8","","7.4","","10.6","","0.0","","","","","","0.0","","83","","22","","49",""
"-77.79","49.76","MATAGAMI","7094637","2023-04-11","2023","04","11","","10.2","","1.3","","5.8","","12.2","","0.0","","","","","","0.0","","67","","30","","74",""
"-77.79","49.76","MATAGAMI","7094637","2023-04-12","2023","04","12","","9.7","","-0.7","","4.5","","13.5","","0.0","","","","","","0.0","","56","","32","","34",""
"-77.79","49.76","MATAGAMI","7094637","2023-04-13","2023","04","13","","15.2","","-1.9","","6.6","","11.4","","0.0","","","","","","0.0","","50","","33","","47",""
"-77.79","49.76","MATAGAMI","7094637","2023-04-14","2023","04","14","","7.3","","-2.2","","2.5","","15.5","","0.0","","","","","","0.0","","40","","","","",""
"-77.79","49.76","MATAGAMI","7094637","2023-04-15","2023","04","15","","23.0","","-1.4","","10.8","","7.2","","0.0","","","","","","0.0","","37","","","","",""
"-77.79","49.76","MATAGAMI","7094637","2023-04-16","2023","04","16","","25.1","","-0.2","","12.4","","5.6","","0.0","","","","","","0.0","","29","","","","",""
"-77.79","49.76","MATAGAMI","7094637","2023-04-17","2023","04","17","","15.0","","0.4","","7.7","","10.3","","0.0","","","","","","7.7","","21","","","","",""
"-77.79","49.76","MATAGAMI","7094637","2023-04-18","2023","04","18","","2.8","","-5.1","","-1.1","","19.1","","0.0","","","","","","7.2","","12","","30","","36",""
"-77.79","49.76","MATAGAMI","7094637","2023-04-19","2023","04","19","","-4.1","","-6.2","","-5.1","","23.1","","0.0","","","","","","0.1","","10","","30","","32",""
"-77.79","49.76","MATAGAMI","7094637","2023-04-20","2023","04","20","","3.0","","-5.9","","-1.5","","19.5","","0.0","","","","","","0.0","","10","","31","","31",""
"-77.79","49.76","MATAGAMI","7094637","2023-04-21","2023","04","21","","2.0","","-2.5","","-0.2","","18.2","","0.0","","","","","","7.9","","8","","","","",""
"-77.79","49.76","MATAGAMI","7094637","2023-04-22","2023","04","22","","4.8","","1.3","","3.0","","15.0","","0.0","","","","","","13.7","","7","","","","",""
"-77.79","49.76","MATAGAMI","7094637","2023-04-23","2023","04","23","","8.0","","-0.4","","3.8","","14.2","","0.0","","","","","","2.4","","2","","20","","39",""
"-77.79","49.76","MATAGAMI","7094637","2023-04-24","2023","04","24","","1.7","","-1.8","","-0.1","","18.1","","0.0","","","","","","2.4","","","","","","",""
"-77.79","49.76","MATAGAMI","7094637","2023-04-25","2023","04","25","","5.7","","-1.9","","1.9","","16.1","","0.0","","","","","","2.8","","","","","","",""
"-77.79","49.76","MATAGAMI","7094637","2023-04-26","2023","04","26","","7.4","","-1.8","","2.8","","15.2","","0.0","","","","","","1.4","","","","","","",""
"-77.79","49.76","MATAGAMI","7094637","2023-04-27","2023","04","27","","8.9","","-1.7","","3.6","","14.4","","0.0","","","","","","0.0","","","","","","",""
"-77.79","49.76","MATAGAMI","7094637","2023-04-28","2023","04","28","","16.0","","2.2","","9.1","","8.9","","0.0","","","","","","0.0","","","","17","","33",""
"-77.79","49.76","MATAGAMI","7094637","2023-04-29","2023","04","29","","15.6","","4.8","","10.2","","7.8","","0.0","","","","","","2.0","","","","17","","44",""
"-77.79","49.76","MATAGAMI","7094637","2023-04-30","2023","04","30","","11.2","","5.5","","8.4","","9.6","","0.0","","","","","","6.1","","","","10","","34",""
"-77.79","49.76","MATAGAMI","7094637","2023-05-01","2023","05","01","","8.4","","4.1","","6.2","","11.8","","0.0","","","","","","9.0","","","","14","","60",""
"-77.79","49.76","MATAGAMI","7094637","2023-05-02","2023","05","02","","12.6","","1.4","","7.0","","11.0","","0.0","","","","","","0.0","","","","11","","34",""
"-77.79","49.76","MATAGAMI","7094637","2023-05-03","2023","05","03","","13.6","","4.1","","8.8","","9.2","","0.0","","","","","","0.0","","","","","","",""
"-77.79","49.76","MATAGAMI","7094637","2023-05-04","2023","05","04","","14.0","","3.8","","8.9","","9.1","","0.0","","","","","","0.0","","","","12","","34",""
"-77.79","49.76","MATAGAMI","7094637","2023-05-05","2023","05","05","","17.8","","1.9","","9.8","","8.2","","0.0","","","","","","0.0","","","","","","",""
"-77.79","49.76","MATAGAMI","7094637","2023-05-06","2023","05","06","","20.1","","1.9","","11.0","","7.0","","0.0","","","","","","0.0","","","","34","","39",""
"-77.79","49.76","MATAGAMI","7094637","2023-05-07","2023","05","07","","14.5","","-1.7","","6.4","","11.6","","0.0","","","","","","0.0","","","","33","","47",""
"-77.79","49.76","MATAGAMI","7094637","2023-05-08","2023","05","08","","10.3","","-2.4","","3.9","","14.1","","0.0","","","","","","0.0","","","","32","","41",""
"-77.79","49.76","MATAGAMI","7094637","2023-05-09","2023","05","09","","15.7","","-4.7","","5.5","","12.5","","0.0","","","","","","0.0","","","","33","","33",""
"-77.79","49.76","MATAGAMI","7094637","2023-05-10","2023","05","10","","21.1","","-0.9","","10.1","","7.9","","0.0","","","","","","0.0","","","","31","","59",""
"-77.79","49.76","MATAGAMI","7094637","2023-05-11","2023","05","11","","23.6","","3.0","","13.3","","4.7","","0.0","","","","","","5.0","","","","31","","49",""
"-77.79","49.76","MATAGAMI","7094637","2023-05-12","2023","05","12","","12.2","","3.4","","7.8","","10.2","","0.0","","","","","","0.0","","","","32","","62",""
"-77.79","49.76","MATAGAMI","7094637","2023-05-13","2023","05","13","","6.4","","-1.3","","2.5","","15.5","","0.0","","","","","","0.0","","","","32","","45",""
"-77.79","49.76","MATAGAMI","7094637","2023-05-14","2023","05","14","","17.4","","-2.1","","7.7","","10.3","","0.0","","","","","","0.0","","","","33","","35",""
"-77.79","49.76","MATAGAMI","7094637","2023-05-15","2023","05","15","","12.0","","-1.3","","5.4","","12.6","","0.0","","","","","","2.1","","","","30","","39",""
"-77.79","49.76","MATAGAMI","7094637","2023-05-16","2023","05","16","","0.5","","-5.0","","-2.3","","20.3","","0.0","","","","","","0.2","","","","32","","49",""
"-77.79","49.76","MATAGAMI","7094637","2023-05-17","2023","05","17","","0.0","","-7.5","","-3.7","","21.7","","0.0","","","","","","0.0","","","","34","","36",""
"-77.79","49.76","MATAGAMI","7094637","2023-05-18","2023","05","18","","12.4","","-9.0","","1.7","","16.3","","0.0","","","","","","0.0","","","","","","",""
"-77.79","49.76","MATAGAMI","7094637","2023-05-19","2023","05","19","","9.3","","4.9","","7.1","","10.9","","0.0","","","","","","2.5","","","","","","",""
"-77.79","49.76","MATAGAMI","7094637","2023-05-20","2023","05","20","","19.0","","-0.8","","9.1","","8.9","","0.0","","","","","","0.0","","","","","","",""
"-77.79","49.76","MATAGAMI","7094637","2023-05-21","2023","05","21","","6.5","","-4.6","","0.9","","17.1","","0.0","","","","","","0.0","","","","33","","47",""
"-77.79","49.76","MATAGAMI","7094637","2023-05-22","2023","05","22","","14.7","","-7.4","","3.6","","14.4","","0.0","","","","","","0.0","","","","","","",""
"-77.79","49.76","MATAGAMI","7094637","2023-05-23","2023","05","23","","19.6","","-2.1","","8.8","","9.2","","0.0","","","","","","7.0","","","","31","","62",""
"-77.79","49.76","MATAGAMI","7094637","2023-05-24","2023","05","24","","5.1","","-2.9","","1.1","","16.9","","0.0","","","","","","0.0","","","","30","","41",""
"-77.79","49.76","MATAGAMI","7094637","2023-05-25","2023","05","25","","15.5","","-4.8","","5.4","","12.6","","0.0","","","","","","0.0","","","","31","","34",""
"-77.79","49.76","MATAGAMI","7094637","2023-05-26","2023","05","26","","24.2","","-0.2","","12.0","","6.0","","0.0","","","","","","0.0","","","","23","","32",""
"-77.79","49.76","MATAGAMI","7094637","2023-05-27","2023","05","27","","31.0","","14.3","","22.6","","0.0","","4.6","","","","","","0.0","","","","30","","45",""
"-77.79","49.76","MATAGAMI","7094637","2023-05-28","2023","05","28","","18.8","","4.8","","11.8","","6.2","","0.0","","","","","","0.0","","","","31","","35",""
"-77.79","49.76","MATAGAMI","7094637","2023-05-29","2023","05","29","","25.4","","3.5","","14.4","","3.6","","0.0","","","","","","0.0","","","","","","",""
"-77.79","49.76","MATAGAMI","7094637","2023-05-30","2023","05","30","","32.4","","9.4","","20.9","","0.0","","2.9","","","","","","0.0","","","","26","","44",""
"-77.79","49.76","MATAGAMI","7094637","2023-05-31","2023","05","31","","32.6","","16.9","","24.8","","0.0","","6.8","","","","","","0.0","","","","25","","41",""
"-77.79","49.76","MATAGAMI","7094637","2023-06-01","2023","06","01","","31.5","","14.4","","22.9","","0.0","","4.9","","","","","","0.0","","","","11","","36",""
"-77.79","49.76","MATAGAMI","7094637","2023-06-02","2023","06","02","","25.7","","9.5","","17.6","","0.4","","0.0","","","","","","0.0","","","","7","","31",""
"-77.79","49.76","MATAGAMI","7094637","2023-06-03","2023","06","03","","23.9","","8.0","","16.0","","2.0","","0.0","","","","","","0.0","","","","2","","34",""
"-77.79","49.76","MATAGAMI","7094637","2023-06-04","2023","06","04","","25.5","","4.8","","15.2","","2.8","","0.0","","","","","","0.0","","","","","","",""
"-77.79","49.76","MATAGAMI","7094637","2023-06-05","2023","06","05","","21.0","","5.2","","13.1","","4.9","","0.0","","","","","","0.0","","","","33","","46",""
"-77.79","49.76","MATAGAMI","7094637","2023-06-06","2023","06","06","","18.7","","1.9","","10.3","","7.7","","0.0","","","","","","0.0","","","","35","","40",""
"-77.79","49.76","MATAGAMI","7094637","2023-06-07","2023","06","07","","19.6","","5.4","","12.5","","5.5","","0.0","","","","","","0.0","","","","1","","39",""
"-77.79","49.76","MATAGAMI","7094637","2023-06-08","2023","06","08","","22.3","","9.2","","15.8","","2.2","","0.0","","","","","","0.0","","","","","","",""
"-77.79","49.76","MATAGAMI","7094637","2023-06-09","2023","06","09","","22.0","","9.6","","15.8","","2.2","","0.0","","","","","","0.0","","","","","","",""
"-77.79","49.76","MATAGAMI","7094637","2023-06-10","2023","06","10","","15.8","","2.9","","9.3","","8.7","","0.0","","","","","","0.6","","","","32","","34",""
"-77.79","49.76","MATAGAMI","7094637","2023-06-11","2023","06","11","","21.1","","1.4","","11.3","","6.7","","0.0","","","","","","0.0","","","","","","",""
"-77.79","49.76","MATAGAMI","7094637","2023-06-12","2023","06","12","","26.2","","6.7","","16.4","","1.6","","0.0","","","","","","0.0","","","","8","","32",""
